SUBJECT,TOPIC,Year,Question ID,c (in thousands),s (in thousands),hc (in thousands),lc (in thousands),Item Difficulty Index (=c*100/s),Item Discrimination Index (=(hc-lc)/27)
MATHEMATICS,STATICS & DYNAMICS,2006,2006225,387,442,27,22,87.55656109,0.185185185
MATHEMATICS,STATICS & DYNAMICS,2006,2006226,379,417,11,6,90.88729017,0.185185185
MATHEMATICS,STATICS & DYNAMICS,2006,2006227,136,623,17,19,21.82985554,-0.074074074
MATHEMATICS,VECTOR,2006,2006228,261,408,11,17,63.97058824,-0.222222222
MATHEMATICS,VECTOR,2006,2006229,89,782,22,8,11.38107417,0.518518519
MATHEMATICS,VECTOR,2006,2006230,131,243,17,16,53.90946502,0.037037037
MATHEMATICS,VECTOR,2006,2006231,157,258,12,2,60.85271318,0.37037037
MATHEMATICS,VECTOR,2006,2006232,31,85,15,4,36.47058824,0.407407407
MATHEMATICS,VECTOR,2006,2006233,807,948,21,11,85.12658228,0.37037037
MATHEMATICS,VECTOR,2006,2006234,57,69,23,6,82.60869565,0.62962963
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2006,2006235,53,975,15,6,5.435897436,0.333333333
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2006,2006236,282,676,17,6,41.71597633,0.407407407
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2006,2006237,111,388,26,16,28.60824742,0.37037037
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2006,2006238,302,895,12,16,33.74301676,-0.148148148
PHYSICS,ELECTROSTATICS,2007,2007001,772,788,23,5,97.96954315,0.666666667
PHYSICS,ELECTROSTATICS,2007,2007002,127,334,22,11,38.0239521,0.407407407
PHYSICS,ELECTROSTATICS,2007,2007003,57,184,13,5,30.97826087,0.296296296
PHYSICS,CURRENT ELECTRICITY,2007,2007004,33,118,25,13,27.96610169,0.444444444
PHYSICS,CURRENT ELECTRICITY,2007,2007005,169,338,11,5,50,0.222222222
PHYSICS,CAPACITANCE,2007,2007006,209,505,26,13,41.38613861,0.481481481
PHYSICS,CAPACITANCE,2007,2007007,47,527,26,16,8.918406072,0.37037037
PHYSICS,ELECTRO MAGNETIC FIELD,2007,2007008,478,631,26,1,75.75277338,0.925925926
PHYSICS,ELECTRO MAGNETIC FIELD,2007,2007009,665,813,25,0,81.79581796,0.925925926
PHYSICS,ELECTRO MAGNETIC FIELD,2007,2007010,140,443,27,17,31.6027088,0.37037037
PHYSICS,ELECTRO MAGNETIC FIELD,2007,2007011,459,591,22,18,77.66497462,0.148148148
PHYSICS,ELECTRO MAGNETIC FIELD,2007,2007012,460,604,26,7,76.1589404,0.703703704
PHYSICS,ALTERNATING CURRENT,2007,2007013,46,694,10,12,6.628242075,-0.074074074
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2007,2007014,598,821,26,7,72.83800244,0.703703704
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2007,2007015,84,148,14,1,56.75675676,0.481481481
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2007,2007016,733,948,20,17,77.32067511,0.111111111
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2007,2007017,584,648,19,3,90.12345679,0.592592593
PHYSICS,SIMPLE HARMONIC MOTION,2007,2007018,460,609,22,22,75.53366174,0
PHYSICS,SIMPLE HARMONIC MOTION,2007,2007019,65,205,19,11,31.70731707,0.296296296
PHYSICS,SIMPLE HARMONIC MOTION,2007,2007020,3,54,19,17,5.555555556,0.074074074
PHYSICS,SIMPLE HARMONIC MOTION,2007,2007021,177,288,10,9,61.45833333,0.037037037
PHYSICS,SOUND WAVES,2007,2007022,81,167,16,19,48.50299401,-0.111111111
PHYSICS,GEOMETRICAL OPTICS,2007,2007023,29,670,23,12,4.328358209,0.407407407
PHYSICS,WAVE OPTICS,2007,2007024,30,43,10,9,69.76744186,0.037037037
PHYSICS,RECTILINEAR MOTION & VECTORS,2007,2007025,376,828,13,0,45.41062802,0.481481481
PHYSICS,NEWTON'S LAWS OF MOTION,2007,2007026,342,414,14,21,82.60869565,-0.259259259
PHYSICS,"WORK, POWER & ENERGY",2007,2007027,170,290,23,1,58.62068966,0.814814815
PHYSICS,"WORK, POWER & ENERGY",2007,2007028,392,401,14,21,97.75561097,-0.259259259
PHYSICS,CENTRE OF MASS,2007,2007029,210,372,20,16,56.4516129,0.148148148
PHYSICS,RIGID BODY DYNAMICS,2007,2007030,743,771,27,1,96.36835279,0.962962963
PHYSICS,RIGID BODY DYNAMICS,2007,2007031,164,206,21,2,79.61165049,0.703703704
PHYSICS,RIGID BODY DYNAMICS,2007,2007032,195,581,24,13,33.56282272,0.407407407
PHYSICS,GRAVITATION,2007,2007033,233,789,13,4,29.53105196,0.333333333
PHYSICS,MODERN PHYSICS,2007,2007034,153,313,27,12,48.88178914,0.555555556
PHYSICS,MODERN PHYSICS,2007,2007035,19,100,17,0,19,0.62962963
PHYSICS,MODERN PHYSICS,2007,2007036,34,66,24,7,51.51515152,0.62962963
PHYSICS,MODERN PHYSICS,2007,2007037,28,76,10,10,36.84210526,0
PHYSICS,MODERN PHYSICS,2007,2007038,6,87,27,21,6.896551724,0.222222222
PHYSICS,SEMICONDUCTORS,2007,2007039,1,57,22,4,1.754385965,0.666666667
PHYSICS,SEMICONDUCTORS,2007,2007040,128,384,25,17,33.33333333,0.296296296
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2007,2007041,58,215,23,7,26.97674419,0.592592593
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2007,2007042,479,597,25,0,80.23450586,0.925925926
CHEMISTRY,GASEOUS STATE,2007,2007043,78,83,22,3,93.97590361,0.703703704
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2007,2007044,681,831,15,13,81.94945848,0.074074074
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2007,2007045,21,147,18,21,14.28571429,-0.111111111
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2007,2007046,493,523,23,1,94.26386233,0.814814815
CHEMISTRY,IONIC EQUILIBRIUM,2007,2007047,18,440,14,21,4.090909091,-0.259259259
CHEMISTRY,IONIC EQUILIBRIUM,2007,2007048,553,583,26,0,94.8542024,0.962962963
CHEMISTRY,IONIC EQUILIBRIUM,2007,2007049,197,434,16,8,45.39170507,0.296296296
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2007,2007050,576,593,17,2,97.13322091,0.555555556
CHEMISTRY,PROPERTIES,2007,2007051,314,874,22,17,35.92677346,0.185185185
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2007,2007052,243,836,23,12,29.06698565,0.407407407
CHEMISTRY,PROPERTIES,2007,2007053,607,801,15,12,75.78027466,0.111111111
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2007,2007054,115,132,15,16,87.12121212,-0.037037037
CHEMISTRY,PROPERTIES,2007,2007055,408,577,10,4,70.71057192,0.222222222
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2007,2007056,189,986,13,3,19.168357,0.37037037
CHEMISTRY,PROPERTIES,2007,2007057,190,195,13,5,97.43589744,0.296296296
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2007,2007058,655,972,18,11,67.38683128,0.259259259
CHEMISTRY,PROPERTIES,2007,2007059,160,225,14,17,71.11111111,-0.111111111
CHEMISTRY,CHEMICAL BONDING,2007,2007060,412,488,17,10,84.42622951,0.259259259
CHEMISTRY,CHEMICAL BONDING,2007,2007061,339,573,24,22,59.16230366,0.074074074
CHEMISTRY,CHEMICAL BONDING,2007,2007062,659,888,14,5,74.21171171,0.333333333
CHEMISTRY,CHEMICAL BONDING,2007,2007063,303,394,14,6,76.9035533,0.296296296
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2007,2007064,317,931,25,6,34.04940924,0.703703704
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2007,2007065,10,24,25,10,41.66666667,0.555555556
CHEMISTRY,CHEMICAL KINETICS,2007,2007066,54,764,23,11,7.068062827,0.444444444
CHEMISTRY,CHEMICAL KINETICS,2007,2007067,140,260,18,11,53.84615385,0.259259259
CHEMISTRY,ELECTROCHEMISTRY,2007,2007068,236,898,18,15,26.28062361,0.111111111
CHEMISTRY,ELECTROCHEMISTRY,2007,2007069,361,629,11,16,57.3926868,-0.185185185
CHEMISTRY,COLLIGATIVE PEROPERTIES,2007,2007070,388,753,20,7,51.52722444,0.481481481
CHEMISTRY,COLLIGATIVE PEROPERTIES,2007,2007071,5,126,11,22,3.968253968,-0.407407407
CHEMISTRY,COLLIGATIVE PEROPERTIES,2007,2007072,91,360,19,17,25.27777778,0.074074074
CHEMISTRY,NUCLEAR CHEMISTRY,2007,2007073,785,840,14,14,93.45238095,0
CHEMISTRY,NUCLEAR CHEMISTRY,2007,2007074,106,144,26,22,73.61111111,0.148148148
CHEMISTRY,TRANSITION ELEMENTS AND,2007,2007075,64,154,18,3,41.55844156,0.555555556
CHEMISTRY,COORDINATION CHEMISTRY,2007,2007076,160,574,17,17,27.87456446,0
CHEMISTRY,HYDROCARBONS,2007,2007077,870,882,25,3,98.63945578,0.814814815
CHEMISTRY,HYDROCARBONS,2007,2007078,385,821,25,18,46.89403167,0.259259259
CHEMISTRY,ALCOHOLS AND ETHERS (REACTION MECHANISM),2007,2007079,390,649,24,4,60.09244992,0.740740741
CHEMISTRY,AROMATIC COMPOUND,2007,2007080,318,374,13,15,85.02673797,-0.074074074
CHEMISTRY,AROMATIC COMPOUND,2007,2007081,231,281,10,22,82.20640569,-0.444444444
CHEMISTRY,AROMATIC COMPOUND,2007,2007082,561,586,11,1,95.7337884,0.37037037
CHEMISTRY,AMINES,2007,2007083,222,607,20,20,36.57331137,0
CHEMISTRY,AMINES,2007,2007084,40,99,18,6,40.4040404,0.444444444
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2007,2007085,86,102,15,6,84.31372549,0.333333333
CHEMISTRY,STEREO CHEMISTRY,2007,2007086,27,51,27,5,52.94117647,0.814814815
MATHEMATICS,STRAIGHT LINE,2007,2007087,421,563,14,12,74.77797513,0.074074074
MATHEMATICS,STRAIGHT LINE,2007,2007088,137,236,20,16,58.05084746,0.148148148
MATHEMATICS,CIRCLE,2007,2007089,74,85,12,12,87.05882353,0
MATHEMATICS,PARABOLA,2007,2007090,440,539,15,7,81.63265306,0.296296296
MATHEMATICS,HYPERBOLA,2007,2007091,82,485,24,17,16.90721649,0.259259259
MATHEMATICS,COMPLEX NUMBER,2007,2007092,147,383,23,6,38.38120104,0.62962963
MATHEMATICS,BINOMIAL THEOREM,2007,2007093,416,701,21,4,59.34379458,0.62962963
MATHEMATICS,BINOMIAL THEOREM,2007,2007094,57,355,23,0,16.05633803,0.851851852
MATHEMATICS,SEQUENCE & SERIES,2007,2007095,84,373,16,10,22.52010724,0.222222222
MATHEMATICS,PERMUTION & COMBINATION,2007,2007096,405,491,26,4,82.48472505,0.814814815
MATHEMATICS,QUADRATIC EQUATION,2007,2007097,149,507,17,19,29.38856016,-0.074074074
MATHEMATICS,MATRIES & DETERMINANTS,2007,2007098,188,311,12,12,60.45016077,0
MATHEMATICS,MATRIES & DETERMINANTS,2007,2007099,204,604,11,22,33.77483444,-0.407407407
MATHEMATICS,MATRIES & DETERMINANTS,2007,2007100,525,596,20,9,88.08724832,0.407407407
MATHEMATICS,PROBABILITY,2007,2007101,420,743,22,9,56.52759085,0.481481481
MATHEMATICS,PROBABILITY,2007,2007102,359,675,14,14,53.18518519,0
MATHEMATICS,INVERSE TRIGONOMETRIC FUNCTION,2007,2007103,53,101,26,17,52.47524752,0.333333333
MATHEMATICS,HEIGHT & DISTANCE,2007,2007104,67,731,14,7,9.165526676,0.259259259
MATHEMATICS,FUNCTIONS,2007,2007105,40,351,13,20,11.3960114,-0.259259259
MATHEMATICS,CONTINUITY & DERIVABILITY,2007,2007106,294,507,25,0,57.98816568,0.925925926
MATHEMATICS,CONTINUITY & DERIVABILITY,2007,2007107,127,229,20,5,55.45851528,0.555555556
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2007,2007108,449,549,13,22,81.78506375,-0.333333333
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2007,2007109,137,510,10,5,26.8627451,0.185185185
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2007,2007110,690,713,23,16,96.77419355,0.259259259
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2007,2007111,2,4,23,8,50,0.555555556
MATHEMATICS,INDEFINITE INTEGRATION,2007,2007112,65,95,15,12,68.42105263,0.111111111
MATHEMATICS,DEFINITE INTEGRATION,2007,2007113,178,667,27,18,26.68665667,0.333333333
MATHEMATICS,DEFINITE INTEGRATION,2007,2007114,185,640,23,2,28.90625,0.777777778
MATHEMATICS,AREA UNDER CURVE,2007,2007115,179,216,11,4,82.87037037,0.259259259
MATHEMATICS,DIFFERENTIAL EQUATION,2007,2007116,124,263,15,6,47.14828897,0.333333333
MATHEMATICS,STATISTICS,2007,2007117,220,710,24,17,30.98591549,0.259259259
MATHEMATICS,EXPONENTIAL & LOG SERIES,2007,2007118,310,368,13,17,84.23913043,-0.148148148
MATHEMATICS,STATICS & DYNAMICS,2007,2007119,143,161,26,16,88.81987578,0.37037037
MATHEMATICS,STATICS & DYNAMICS,2007,2007120,18,23,27,21,78.26086957,0.222222222
MATHEMATICS,STATICS & DYNAMICS,2007,2007121,174,887,19,7,19.61668546,0.444444444
MATHEMATICS,VECTOR,2007,2007122,827,877,17,12,94.29874572,0.185185185
MATHEMATICS,VECTOR,2007,2007123,40,86,23,0,46.51162791,0.851851852
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2007,2007124,265,316,20,11,83.86075949,0.333333333
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2007,2007125,423,781,27,3,54.16133163,0.888888889
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2007,2007126,314,840,24,21,37.38095238,0.111111111
PHYSICS,ELECTROSTATICS,2008,2008001,473,869,23,8,54.43037975,0.555555556
PHYSICS,CURRENT ELECTRICITY,2008,2008002,2,41,11,11,4.87804878,0
PHYSICS,CURRENT ELECTRICITY,2008,2008003,64,521,18,2,12.2840691,0.592592593
PHYSICS,CURRENT ELECTRICITY,2008,2008004,4,905,23,18,0.44198895,0.185185185
PHYSICS,CURRENT ELECTRICITY,2008,2008005,58,158,18,6,36.70886076,0.444444444
PHYSICS,CAPACITANCE,2008,2008006,221,361,13,3,61.21883657,0.37037037
PHYSICS,ELECTRO MAGNETIC FIELD,2008,2008007,476,862,22,8,55.22041763,0.518518519
PHYSICS,ELECTRO MAGNETIC FIELD,2008,2008008,71,104,15,13,68.26923077,0.074074074
PHYSICS,ELECTRO MAGNETIC INDUCTION,2008,2008009,7,30,20,15,23.33333333,0.185185185
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2008,2008010,4,8,11,11,50,0
PHYSICS,WAVE ON A STRING,2008,2008011,157,335,13,12,46.86567164,0.037037037
PHYSICS,SOUND WAVES,2008,2008012,231,244,25,15,94.67213115,0.37037037
PHYSICS,SOUND WAVES,2008,2008013,492,960,25,7,51.25,0.666666667
PHYSICS,GEOMETRICAL OPTICS,2008,2008014,427,912,13,21,46.82017544,-0.296296296
PHYSICS,WAVE OPTICS,2008,2008015,113,121,17,4,93.38842975,0.481481481
PHYSICS,WAVE OPTICS,2008,2008016,68,290,12,15,23.44827586,-0.111111111
PHYSICS,WAVE OPTICS,2008,2008017,311,497,20,13,62.57545272,0.259259259
PHYSICS,UNIT & DIMENSION,2008,2008018,20,50,14,18,40,-0.148148148
PHYSICS,ERROR IN MEASUREMENT,2008,2008019,448,580,22,20,77.24137931,0.074074074
PHYSICS,ERROR IN MEASUREMENT,2008,2008020,764,771,12,20,99.0920882,-0.296296296
PHYSICS,RECTILINEAR MOTION & VECTORS,2008,2008021,211,345,21,8,61.15942029,0.481481481
PHYSICS,"WORK, POWER & ENERGY",2008,2008022,137,838,15,18,16.34844869,-0.111111111
PHYSICS,CENTRE OF MASS,2008,2008023,12,74,17,14,16.21621622,0.111111111
PHYSICS,CENTRE OF MASS,2008,2008024,119,675,16,12,17.62962963,0.148148148
PHYSICS,CENTRE OF MASS,2008,2008025,159,180,22,12,88.33333333,0.37037037
PHYSICS,RIGID BODY DYNAMICS,2008,2008026,139,521,10,14,26.67946257,-0.148148148
PHYSICS,GRAVITATION,2008,2008027,128,697,22,15,18.36441894,0.259259259
PHYSICS,GRAVITATION,2008,2008028,8,63,14,8,12.6984127,0.222222222
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2008,2008029,160,238,10,20,67.22689076,-0.37037037
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2008,2008030,270,335,16,5,80.59701493,0.407407407
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2008,2008031,27,39,27,15,69.23076923,0.444444444
PHYSICS,MODERN PHYSICS,2008,2008032,893,919,17,2,97.17083787,0.555555556
PHYSICS,MODERN PHYSICS,2008,2008033,93,772,21,13,12.04663212,0.296296296
PHYSICS,SEMICONDUCTORS,2008,2008034,437,507,23,0,86.19329389,0.851851852
PHYSICS,SEMICONDUCTORS,2008,2008035,178,335,26,18,53.13432836,0.296296296
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2008,2008036,42,391,14,14,10.74168798,0
CHEMISTRY,ATOMIC STRUCTURE,2008,2008037,73,920,18,6,7.934782609,0.444444444
CHEMISTRY,ATOMIC STRUCTURE,2008,2008038,179,527,26,18,33.9658444,0.296296296
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2008,2008039,326,350,14,7,93.14285714,0.259259259
CHEMISTRY,CHEMICAL EQUILIBRIUM,2008,2008040,366,925,12,12,39.56756757,0
CHEMISTRY,IONIC EQUILIBRIUM,2008,2008041,517,979,10,17,52.80898876,-0.259259259
CHEMISTRY,IONIC EQUILIBRIUM,2008,2008042,111,241,14,1,46.05809129,0.481481481
CHEMISTRY,IONIC EQUILIBRIUM,2008,2008043,179,435,13,17,41.14942529,-0.148148148
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2008,2008044,300,470,22,7,63.82978723,0.555555556
CHEMISTRY,PROPERTIES,2008,2008045,623,630,20,22,98.88888889,-0.074074074
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2008,2008046,191,915,19,11,20.87431694,0.296296296
CHEMISTRY,PROPERTIES,2008,2008047,2,6,10,14,33.33333333,-0.148148148
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2008,2008048,361,413,26,20,87.40920097,0.222222222
CHEMISTRY,PROPERTIES,2008,2008049,104,372,11,6,27.95698925,0.185185185
CHEMISTRY,CHEMICAL BONDING,2008,2008050,193,408,21,10,47.30392157,0.407407407
CHEMISTRY,CHEMICAL BONDING,2008,2008051,294,867,14,19,33.9100346,-0.185185185
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2008,2008052,281,356,24,1,78.93258427,0.851851852
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2008,2008053,368,679,16,1,54.19734904,0.555555556
CHEMISTRY,CHEMICAL KINETICS,2008,2008054,306,678,15,15,45.13274336,0
CHEMISTRY,ELECTROCHEMISTRY,2008,2008055,#NUM!,1,13,18,#NUM!,-0.185185185
CHEMISTRY,SOLID STATE,2008,2008056,58,498,20,3,11.64658635,0.62962963
CHEMISTRY,COLLIGATIVE PEROPERTIES,2008,2008057,377,435,13,16,86.66666667,-0.111111111
CHEMISTRY,COLLIGATIVE PEROPERTIES,2008,2008058,243,608,23,13,39.96710526,0.37037037
CHEMISTRY,SURFACE CHEMISTRY,2008,2008059,102,683,19,10,14.9341142,0.333333333
CHEMISTRY,TRANSITION ELEMENTS AND,2008,2008060,254,803,13,12,31.63138232,0.037037037
CHEMISTRY,COORDINATION CHEMISTRY,2008,2008061,294,565,18,13,52.03539823,0.185185185
CHEMISTRY,TRANSITION ELEMENTS AND,2008,2008062,339,594,10,0,57.07070707,0.37037037
CHEMISTRY,COORDINATION CHEMISTRY,2008,2008063,98,530,25,12,18.49056604,0.481481481
CHEMISTRY,TRANSITION ELEMENTS AND,2008,2008064,218,274,19,9,79.5620438,0.37037037
CHEMISTRY,COORDINATION CHEMISTRY,2008,2008065,21,37,25,5,56.75675676,0.740740741
CHEMISTRY,METALLURGY,2008,2008066,23,355,26,5,6.478873239,0.777777778
CHEMISTRY,HYDROCARBONS,2008,2008067,8,735,15,18,1.088435374,-0.111111111
CHEMISTRY,HYDROCARBONS,2008,2008068,400,909,14,10,44.00440044,0.148148148
CHEMISTRY,HYDROCARBONS,2008,2008069,134,468,11,17,28.63247863,-0.222222222
CHEMISTRY,ALKYL HALIDES,2008,2008070,94,951,25,13,9.884332282,0.444444444
CHEMISTRY,AROMATIC COMPOUND,2008,2008071,75,141,15,15,53.19148936,0
CHEMISTRY,AROMATIC COMPOUND,2008,2008072,58,61,20,17,95.08196721,0.111111111
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2008,2008073,66,106,10,21,62.26415094,-0.407407407
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2008,2008074,32,216,14,17,14.81481481,-0.111111111
CHEMISTRY,STEREO CHEMISTRY,2008,2008075,478,568,21,10,84.15492958,0.407407407
CHEMISTRY,ENVIRONMENTAL CHEMISTRY,2008,2008076,286,439,11,18,65.14806378,-0.259259259
MATHEMATICS,STRAIGHT LINE,2008,2008077,314,375,12,20,83.73333333,-0.296296296
MATHEMATICS,CIRCLE,2008,2008078,267,880,23,12,30.34090909,0.407407407
MATHEMATICS,PARABOLA,2008,2008079,9,11,21,17,81.81818182,0.148148148
MATHEMATICS,ELLIPSE,2008,2008080,12,363,19,6,3.305785124,0.481481481
MATHEMATICS,COMPLEX NUMBER,2008,2008081,211,213,20,2,99.06103286,0.666666667
MATHEMATICS,BINOMIAL THEOREM,2008,2008082,358,612,23,12,58.49673203,0.407407407
MATHEMATICS,SEQUENCE & SERIES,2008,2008083,183,448,20,3,40.84821429,0.62962963
MATHEMATICS,PERMUTION & COMBINATION,2008,2008084,455,998,26,22,45.59118236,0.148148148
MATHEMATICS,PERMUTION & COMBINATION,2008,2008085,23,29,10,19,79.31034483,-0.333333333
MATHEMATICS,QUADRATIC EQUATION,2008,2008086,546,551,15,9,99.09255898,0.222222222
MATHEMATICS,MATRIES & DETERMINANTS,2008,2008087,9,38,15,8,23.68421053,0.259259259
MATHEMATICS,MATRIES & DETERMINANTS,2008,2008088,77,887,10,9,8.680947012,0.037037037
MATHEMATICS,MATRIES & DETERMINANTS,2008,2008089,759,906,16,15,83.77483444,0.037037037
MATHEMATICS,PROBABILITY,2008,2008090,325,911,11,4,35.67508233,0.259259259
MATHEMATICS,PROBABILITY,2008,2008091,462,998,10,11,46.29258517,-0.037037037
MATHEMATICS,MATHEMATICAL INDUCTION,2008,2008092,#NUM!,1,15,22,#NUM!,-0.259259259
MATHEMATICS,MATHEMATICAL REASONING,2008,2008093,245,383,24,16,63.96866841,0.296296296
MATHEMATICS,MATHEMATICAL REASONING,2008,2008094,107,751,14,6,14.24766977,0.296296296
MATHEMATICS,INVERSE TRIGONOMETRIC FUNCTION,2008,2008095,104,205,23,8,50.73170732,0.555555556
MATHEMATICS,HEIGHT & DISTANCE,2008,2008096,484,862,14,17,56.14849188,-0.111111111
MATHEMATICS,SETS & RELATION,2008,2008097,152,646,23,19,23.52941176,0.148148148
MATHEMATICS,FUNCTIONS,2008,2008098,27,187,20,18,14.43850267,0.074074074
MATHEMATICS,CONTINUITY & DERIVABILITY,2008,2008099,279,498,18,14,56.02409639,0.148148148
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2008,2008100,87,241,18,5,36.09958506,0.481481481
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2008,2008101,11,90,27,22,12.22222222,0.185185185
MATHEMATICS,INDEFINITE INTEGRATION,2008,2008102,110,133,22,15,82.70676692,0.259259259
MATHEMATICS,DEFINITE INTEGRATION,2008,2008103,404,430,21,10,93.95348837,0.407407407
MATHEMATICS,AREA UNDER CURVE,2008,2008104,106,607,22,9,17.46293245,0.481481481
MATHEMATICS,DIFFERENTIAL EQUATION,2008,2008105,126,653,13,21,19.29555896,-0.296296296
MATHEMATICS,DIFFERENTIAL EQUATION,2008,2008106,191,678,16,17,28.17109145,-0.037037037
MATHEMATICS,STATISTICS,2008,2008107,244,510,22,21,47.84313725,0.037037037
MATHEMATICS,VECTOR,2008,2008108,512,961,23,16,53.27783559,0.259259259
MATHEMATICS,VECTOR,2008,2008109,128,606,22,16,21.12211221,0.222222222
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2008,2008110,836,853,26,21,98.007034,0.185185185
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2008,2008111,42,71,27,14,59.15492958,0.481481481
PHYSICS,ELECTROSTATICS,2009,2009001,389,664,18,13,58.58433735,0.185185185
PHYSICS,ELECTROSTATICS,2009,2009002,150,170,26,2,88.23529412,0.888888889
PHYSICS,ELECTROSTATICS,2009,2009003,423,499,17,3,84.76953908,0.518518519
PHYSICS,ELECTROSTATICS,2009,2009004,344,664,17,2,51.80722892,0.555555556
PHYSICS,CURRENT ELECTRICITY,2009,2009005,191,984,24,10,19.41056911,0.518518519
PHYSICS,ELECTRO MAGNETIC FIELD,2009,2009006,87,688,24,17,12.64534884,0.259259259
PHYSICS,ELECTRO MAGNETIC FIELD,2009,2009007,551,595,27,7,92.60504202,0.740740741
PHYSICS,ELECTRO MAGNETIC INDUCTION,2009,2009008,47,205,13,18,22.92682927,-0.185185185
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2009,2009009,133,795,13,9,16.72955975,0.148148148
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2009,2009010,91,139,18,13,65.4676259,0.185185185
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2009,2009011,452,534,20,2,84.64419476,0.666666667
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2009,2009012,917,931,13,4,98.4962406,0.333333333
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2009,2009013,221,660,11,14,33.48484848,-0.111111111
PHYSICS,SIMPLE HARMONIC MOTION,2009,2009014,652,968,19,11,67.3553719,0.296296296
PHYSICS,SOUND WAVES,2009,2009015,216,333,21,5,64.86486486,0.592592593
PHYSICS,SOUND WAVES,2009,2009016,470,653,20,6,71.9754977,0.518518519
PHYSICS,GEOMETRICAL OPTICS,2009,2009017,594,658,12,11,90.27355623,0.037037037
PHYSICS,GEOMETRICAL OPTICS,2009,2009018,134,442,11,5,30.31674208,0.222222222
PHYSICS,WAVE OPTICS,2009,2009019,398,516,15,7,77.13178295,0.296296296
PHYSICS,ERROR IN MEASUREMENT,2009,2009020,49,782,24,1,6.265984655,0.851851852
PHYSICS,PROJECTILE MOTION,2009,2009021,53,237,21,16,22.3628692,0.185185185
PHYSICS,CENTRE OF MASS,2009,2009022,87,216,18,10,40.27777778,0.296296296
PHYSICS,RIGID BODY DYNAMICS,2009,2009023,532,655,20,17,81.22137405,0.111111111
PHYSICS,GRAVITATION,2009,2009024,180,293,17,19,61.4334471,-0.074074074
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2009,2009025,675,706,11,18,95.60906516,-0.259259259
PHYSICS,MODERN PHYSICS,2009,2009026,120,124,16,2,96.77419355,0.518518519
PHYSICS,MODERN PHYSICS,2009,2009027,29,131,23,16,22.13740458,0.259259259
PHYSICS,MODERN PHYSICS,2009,2009028,165,607,16,16,27.18286656,0
PHYSICS,SEMICONDUCTORS,2009,2009029,336,800,19,2,42,0.62962963
